scenario,config_id,occupied_count,loads,occupied_loads,policy,run_cpus,n_run_cpus,repeat,status,tok_s,avg_decode_ms,decode_ms,elapsed_s,output_tail
4occ_config5,5,4,"70,70,80,80,0,0,0,0",70/70/80/80,No-Offloading 空闲核,"64,65,66,67",4,0,ok,30.7434,32.5273,1040.87,2.07503604888916,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 4, n_threads_batch = 4\n[tail-local-bench] attached ggml threadpool threads=4 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=4 prefill_ms=47.9012 decode_ms=1040.87 avg_decode_ms=32.5273 throughput=30.7434 tok/s\nllama_perf_context_print:        load time =     858.22 ms\nllama_perf_context_print: prompt eval time =      47.91 ms /     4 tokens (   11.98 ms per token,    83.50 tokens per second)\nllama_perf_context_print:        eval time =    1040.89 ms /    32 runs   (   32.53 ms per token,    30.74 tokens per second)\nllama_perf_context_print:       total time =    1910.06 ms /    36 tokens"
6occ_config5,5,6,"70,70,80,80,70,70,0,0",70/70/80/80/70/70,基线,"60,61,62,63,64,65,66,67",8,0,rc_-999,,,,120.12987303733826,"llama_context: worst-case: n_tokens = 512, n_seqs = 1, n_outputs = 0\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context: reserving graph for n_tokens = 1, n_seqs = 1\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context:        CPU compute buffer size =   299.75 MiB\nllama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0"
6occ_config5,5,6,"70,70,80,80,70,70,0,0",70/70/80/80/70/70,No-Offloading 空闲核,"66,67",2,0,ok,15.7319,63.5649,2034.08,3.1302757263183594,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 2, n_threads_batch = 2\n[tail-local-bench] attached ggml threadpool threads=2 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=2 prefill_ms=86.6134 decode_ms=2034.08 avg_decode_ms=63.5649 throughput=15.7319 tok/s\nllama_perf_context_print:        load time =     919.83 ms\nllama_perf_context_print: prompt eval time =      86.62 ms /     4 tokens (   21.65 ms per token,    46.18 tokens per second)\nllama_perf_context_print:        eval time =    2034.11 ms /    32 runs   (   63.57 ms per token,    15.73 tokens per second)\nllama_perf_context_print:       total time =    2965.28 ms /    36 tokens"
8occ_config5,5,8,"70,70,80,80,70,70,80,80",70/70/80/80/70/70/80/80,基线,"60,61,62,63,64,65,66,67",8,0,ok,0.39111,2556.83,81818.4,87.12756681442261,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=8 prefill_ms=3684.75 decode_ms=81818.4 avg_decode_ms=2556.83 throughput=0.39111 tok/s\nllama_perf_context_print:        load time =    4982.36 ms\nllama_perf_context_print: prompt eval time =    3684.75 ms /     4 tokens (  921.19 ms per token,     1.09 tokens per second)\nllama_perf_context_print:        eval time =   81818.49 ms /    32 runs   ( 2556.83 ms per token,     0.39 tokens per second)\nllama_perf_context_print:       total time =   86815.39 ms /    36 tokens"
2occ_config6,6,2,"90,90,0,0,0,0,0,0",90/90,基线,"60,61,62,63,64,65,66,67",8,0,ok,0.766282,1305.0,41760.1,45.0484836101532,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=8 prefill_ms=2267.71 decode_ms=41760.1 avg_decode_ms=1305 throughput=0.766282 tok/s\nllama_perf_context_print:        load time =    3100.51 ms\nllama_perf_context_print: prompt eval time =    2267.72 ms /     4 tokens (  566.93 ms per token,     1.76 tokens per second)\nllama_perf_context_print:        eval time =   41760.11 ms /    32 runs   ( 1305.00 ms per token,     0.77 tokens per second)\nllama_perf_context_print:       total time =   44871.63 ms /    36 tokens"
2occ_config6,6,2,"90,90,0,0,0,0,0,0",90/90,No-Offloading 空闲核,"62,63,64,65,66,67",6,0,ok,39.4812,25.3285,810.513,1.8291435241699219,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 6, n_threads_batch = 6\n[tail-local-bench] attached ggml threadpool threads=6 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=6 prefill_ms=35.6754 decode_ms=810.513 avg_decode_ms=25.3285 throughput=39.4812 tok/s\nllama_perf_context_print:        load time =     839.96 ms\nllama_perf_context_print: prompt eval time =      35.68 ms /     4 tokens (    8.92 ms per token,   112.12 tokens per second)\nllama_perf_context_print:        eval time =     810.53 ms /    32 runs   (   25.33 ms per token,    39.48 tokens per second)\nllama_perf_context_print:       total time =    1662.22 ms /    36 tokens"
4occ_config6,6,4,"90,90,100,100,0,0,0,0",90/90/100/100,基线,"60,61,62,63,64,65,66,67",8,0,rc_-999,,,,120.0872163772583,"llama_context: worst-case: n_tokens = 512, n_seqs = 1, n_outputs = 0\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context: reserving graph for n_tokens = 1, n_seqs = 1\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context:        CPU compute buffer size =   299.75 MiB\nllama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0"
4occ_config6,6,4,"90,90,100,100,0,0,0,0",90/90/100/100,No-Offloading 空闲核,"64,65,66,67",4,0,ok,30.2573,33.0499,1057.6,2.1407456398010254,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 4, n_threads_batch = 4\n[tail-local-bench] attached ggml threadpool threads=4 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=4 prefill_ms=48.928 decode_ms=1057.6 avg_decode_ms=33.0499 throughput=30.2573 tok/s\nllama_perf_context_print:        load time =     881.55 ms\nllama_perf_context_print: prompt eval time =      48.93 ms /     4 tokens (   12.23 ms per token,    81.75 tokens per second)\nllama_perf_context_print:        eval time =    1057.62 ms /    32 runs   (   33.05 ms per token,    30.26 tokens per second)\nllama_perf_context_print:       total time =    1950.92 ms /    36 tokens"
6occ_config6,6,6,"90,90,100,100,90,90,0,0",90/90/100/100/90/90,基线,"60,61,62,63,64,65,66,67",8,0,rc_-999,,,,120.13082790374756,"llama_context: worst-case: n_tokens = 512, n_seqs = 1, n_outputs = 0\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context: reserving graph for n_tokens = 1, n_seqs = 1\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context:        CPU compute buffer size =   299.75 MiB\nllama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0"
6occ_config6,6,6,"90,90,100,100,90,90,0,0",90/90/100/100/90/90,No-Offloading 空闲核,"66,67",2,0,ok,16.183,61.7933,1977.39,3.1041877269744873,"llama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 2, n_threads_batch = 2\n[tail-local-bench] attached ggml threadpool threads=2 cpu_mask=0x0 strict=0 poll=50 prio=0\n[tail-local-bench] mode=full_token tokens=32 threads=2 prefill_ms=89.3639 decode_ms=1977.39 avg_decode_ms=61.7933 throughput=16.183 tok/s\nllama_perf_context_print:        load time =     943.61 ms\nllama_perf_context_print: prompt eval time =      89.37 ms /     4 tokens (   22.34 ms per token,    44.76 tokens per second)\nllama_perf_context_print:        eval time =    1977.41 ms /    32 runs   (   61.79 ms per token,    16.18 tokens per second)\nllama_perf_context_print:       total time =    2932.24 ms /    36 tokens"
8occ_config6,6,8,"90,90,100,100,90,90,100,100",90/90/100/100/90/90/100/100,基线,"60,61,62,63,64,65,66,67",8,0,rc_-999,,,,120.11098551750183,"llama_context: worst-case: n_tokens = 512, n_seqs = 1, n_outputs = 0\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context: reserving graph for n_tokens = 1, n_seqs = 1\nllama_context: reserving graph for n_tokens = 512, n_seqs = 1\nllama_context:        CPU compute buffer size =   299.75 MiB\nllama_context: graph nodes  = 1042\nllama_context: graph splits = 1\nattach_threadpool: call\nset_n_threads: n_threads = 8, n_threads_batch = 8\n[tail-local-bench] attached ggml threadpool threads=8 cpu_mask=0x0 strict=0 poll=50 prio=0"
