ablation_id,ablation_name,occupied_count,config_id,loads,timeout_ms,baseline_tok_s,scheduler_tok_s,ablation_tok_s,scheduler_speedup,ablation_speedup,scheduler_ppl,ablation_ppl,ppl_gap,tok_s_gap,rate_policy,group_a,group_b,tokens,source
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,25.591921,23.272653,0.982344,0.893319,22.015114,56.015114,34.000000,2.319268,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",30,26.051900,25.591921,15.691047,0.982344,0.602300,22.015114,120.765114,98.750000,9.900874,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",40,26.051900,25.131942,23.781100,0.964688,0.912836,21.252614,65.502614,44.250000,1.350842,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",40,26.051900,25.131942,19.571500,0.964688,0.751250,21.252614,73.252614,52.000000,5.560442,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",40,26.051900,25.131942,22.744408,0.964688,0.873042,21.252614,54.252614,33.000000,2.387535,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",40,26.051900,25.131942,15.236240,0.964688,0.584842,21.252614,117.752614,96.500000,9.895702,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",50,26.051900,24.671963,23.253326,0.947031,0.892577,20.490114,63.240114,42.750000,1.418638,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",50,26.051900,24.671963,19.074512,0.947031,0.732174,20.490114,71.240114,50.750000,5.597452,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",50,26.051900,24.671963,22.220187,0.947031,0.852920,20.490114,52.490114,32.000000,2.451776,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",50,26.051900,24.671963,14.787758,0.947031,0.567627,20.490114,114.740114,94.250000,9.884205,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",60,26.051900,24.211985,22.729001,0.929375,0.872451,19.727614,60.977614,41.250000,1.482984,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",60,26.051900,24.211985,18.582698,0.929375,0.713295,19.727614,69.227614,49.500000,5.629286,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",60,26.051900,24.211985,21.699991,0.929375,0.832952,19.727614,50.727614,31.000000,2.511993,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",60,26.051900,24.211985,14.345601,0.929375,0.550655,19.727614,111.727614,92.000000,9.866384,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",70,26.051900,23.752006,22.208125,0.911719,0.852457,18.965114,58.715114,39.750000,1.543880,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",70,26.051900,23.752006,18.096059,0.911719,0.694616,18.965114,67.215114,48.250000,5.655946,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",70,26.051900,23.752006,21.183820,0.911719,0.813139,18.965114,48.965114,30.000000,2.568186,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",70,26.051900,23.752006,13.909768,0.911719,0.533925,18.965114,108.715114,89.750000,9.842237,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",80,26.051900,23.292027,21.690700,0.894062,0.832596,18.202614,56.452614,38.250000,1.601327,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",80,26.051900,23.292027,17.614595,0.894062,0.676135,18.202614,65.202614,47.000000,5.677432,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",80,26.051900,23.292027,20.671674,0.894062,0.793480,18.202614,47.202614,29.000000,2.620353,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",80,26.051900,23.292027,13.480261,0.894062,0.517439,18.202614,105.702614,87.500000,9.811766,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",90,26.051900,22.832048,21.176725,0.876406,0.812867,17.440114,54.190114,36.750000,1.655323,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",90,26.051900,22.832048,17.138306,0.876406,0.657852,17.440114,63.190114,45.750000,5.693742,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",90,26.051900,22.832048,20.163552,0.876406,0.773976,17.440114,45.440114,28.000000,2.668496,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",90,26.051900,22.832048,13.057077,0.876406,0.501195,17.440114,102.690114,85.250000,9.774971,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",100,26.051900,22.372069,20.666199,0.858750,0.793270,16.677614,51.927614,35.250000,1.705870,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,6,6occ_cfg6,"55,65,85,95,100,100,0,0",100,26.051900,22.372069,16.667191,0.858750,0.639769,16.677614,61.177614,44.500000,5.704878,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",100,26.051900,22.372069,19.659456,0.858750,0.754627,16.677614,43.677614,27.000000,2.712613,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,6,6occ_cfg6,"55,65,85,95,100,100,0,0",100,26.051900,22.372069,12.640219,0.858750,0.485194,16.677614,99.677614,83.000000,9.731850,mod3_1_0.15,"66,67,60,61,62,63","64,65",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",20,12.284000,27.632300,26.250685,2.249455,2.136982,18.995400,69.995400,51.000000,1.381615,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",20,12.284000,27.632300,21.553194,2.249455,1.754575,18.995400,77.995400,59.000000,6.079106,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",20,12.284000,27.632300,25.145393,2.249455,2.047004,18.995400,56.995400,38.000000,2.486907,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",20,12.284000,27.632300,16.579380,2.249455,1.349673,18.995400,126.995400,108.000000,11.052920,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",30,12.284000,27.114194,25.656806,2.207277,2.088636,18.195400,67.695400,49.500000,1.457388,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",30,12.284000,27.114194,20.996554,2.207277,1.709260,18.195400,75.945400,57.750000,6.117640,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",30,12.284000,27.114194,24.555292,2.207277,1.998966,18.195400,55.195400,37.000000,2.558902,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",30,12.284000,27.114194,16.082107,2.207277,1.309191,18.195400,123.945400,105.750000,11.032088,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",40,12.284000,26.596089,25.066814,2.165100,2.040607,17.395400,65.395400,48.000000,1.529275,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",40,12.284000,26.596089,20.445743,2.165100,1.664421,17.395400,73.895400,56.500000,6.150346,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",40,12.284000,26.596089,23.969725,2.165100,1.951296,17.395400,53.395400,36.000000,2.626364,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",40,12.284000,26.596089,15.591957,2.165100,1.269290,17.395400,120.895400,103.500000,11.004132,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",50,12.284000,26.077983,24.480707,2.122923,1.992894,16.595400,63.095400,46.500000,1.597276,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",50,12.284000,26.077983,19.900761,2.122923,1.620055,16.595400,71.845400,55.250000,6.177222,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",50,12.284000,26.077983,23.388691,2.122923,1.903996,16.595400,51.595400,35.000000,2.689292,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",50,12.284000,26.077983,15.108931,2.122923,1.229968,16.595400,117.845400,101.250000,10.969052,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",60,12.284000,25.559878,23.898485,2.080745,1.945497,15.795400,60.795400,45.000000,1.661392,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",60,12.284000,25.559878,19.361607,2.080745,1.576165,15.795400,69.795400,54.000000,6.198270,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",60,12.284000,25.559878,22.812191,2.080745,1.857065,15.795400,49.795400,34.000000,2.747687,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",60,12.284000,25.559878,14.633030,2.080745,1.191227,15.795400,114.795400,99.000000,10.926848,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",70,12.284000,25.041772,23.320150,2.038568,1.898417,15.200000,58.700000,43.500000,1.721622,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",70,12.284000,25.041772,18.828282,2.038568,1.532748,15.200000,67.950000,52.750000,6.213490,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",70,12.284000,25.041772,22.240224,2.038568,1.810503,15.200000,48.200000,33.000000,2.801548,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",70,12.284000,25.041772,14.164252,2.038568,1.153065,15.200000,111.950000,96.750000,10.877520,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",80,12.284000,24.523666,22.745700,1.996391,1.851653,15.200000,57.200000,42.000000,1.777966,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",80,12.284000,24.523666,18.300786,1.996391,1.489807,15.200000,66.700000,51.500000,6.222880,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",80,12.284000,24.523666,21.672790,1.996391,1.764310,15.200000,47.200000,32.000000,2.850876,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",80,12.284000,24.523666,13.702599,1.996391,1.115483,15.200000,109.700000,94.500000,10.821068,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",90,12.284000,24.005561,22.175137,1.954214,1.805205,15.200000,55.700000,40.500000,1.830424,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",90,12.284000,24.005561,17.779118,1.954214,1.447339,15.200000,65.450000,50.250000,6.226442,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",90,12.284000,24.005561,21.109890,1.954214,1.718487,15.200000,46.200000,31.000000,2.895671,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",90,12.284000,24.005561,13.248069,1.954214,1.078482,15.200000,107.450000,92.250000,10.757492,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A1_random_input,随机小批量输入，保留 DP 和加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",100,12.284000,23.487455,21.608459,1.912036,1.759073,15.200000,54.200000,39.000000,1.878996,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A2_random_pruning,构造小批量输入，随机每层裁剪量，保留加权超时分配,8,8occ_cfg3,"20,30,40,50,90,90,100,100",100,12.284000,23.487455,17.263279,1.912036,1.405347,15.200000,64.200000,49.000000,6.224176,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A3_average_timeout,构造小批量输入，保留 DP，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",100,12.284000,23.487455,20.551523,1.912036,1.673032,15.200000,45.200000,30.000000,2.935932,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
A4_no_scheduler,随机小批量输入，随机每层裁剪量，平均分配超时,8,8occ_cfg3,"20,30,40,50,90,90,100,100",100,12.284000,23.487455,12.800663,1.912036,1.042060,15.200000,105.200000,90.000000,10.686792,odd_0.05,"60,61,62,63,64,65","66,67",8,measured_20ms_anchor_from_final_timeout_sweep_plus_timeout_wait_trend_model
